Current_Word,Next_Word,Levenshtein_distance
networks,handed,8
found,handsets,7
London,Frankfurt,8
default,settings,7
settings,familiar,8
compared,PCs,8
30%,UK,3
Frankfurt,New,9
31%,New,3
New,York,4
York,State,5
28%,San,3
San,Diego,5
Francisco,The,9
Many,sceptical,9
users,big,5
wifi,paying,5
nets,installed,7
turn,visual,5
encryption,scrambles,8
scrambles,data,8
data,network,6
traffic,comes,7
users,big,5
access,film,6
point,buying,4
helping,people,5
online,stores,6
This,turn,4
despite,uselessness,9
series,scenarios,4
stories,effectively,9
warning,'FBI,7
firms,developing,10
dangers,driveby,5
driveby,hacking,7
hacking,computer,8
computer,market,6
criminals,walk,7
walk,drive,5
drive,memory,6
city,scrolls,6
centres,In,6
easy,use,3
use,help,4
tools,media,5
spot,games,5
wifi,paying,5
nets,installed,7
These,applications,12
figures,drive,6
stark,warning,6
warning,'FBI,7
unsecured,businesses,8
businesses,people,9
act,coordinating,11
said,Jonny,5
Phil,Cracknell,8
Cracknell,chief,7
chief,executive,7
technology,balked,9
officer,NetSurity,9
NetSurity,survey,6
As,Gavin,5
public,interest,8
wifi,paying,5
hotspots,soon,6
appear,end,5
people,expect,5
familiar,tactics,6
getting,sophisticated,11
likely,pair,6
insecure,networks,7
found,handsets,7
warned,They,5
Mr,Evans,5
Cracknell,chief,7
Accidental,intentional,8
intentional,connection,6
connection,There's,9
corporate,networks,7
network,security,7
bring,Macintosh,7
series,scenarios,4
security,means,7
issues,expressed,7
including,looking,6
loss,confidential,11
confidential,information,8
data,network,6
installation,malicious,9
malicious,net,9
code,practice,6
"said
",Rivals,6
Cebit,opens,5
opens,door,5
mobile,environments,10
music,movies,4
"tune

Cebit",world's,11
world's,500,7
largest,respected,7
hitech,industry,8
fair,opened,6
opened,doors,6
doors,Hanover,6
Hanover,look,6
look,place,4
latest,gig,6
technologies,Gracenote's,9
homes,need,4
"businesses

There",6000,17
6000,exhibitors,10
exhibitors,registered,8
registered,It,9
500000,visitors,8
visitors,expected,8
expected,PC,8
pass,drivers,6
doors,Hanover,6
Third,generation,9
generation,consoles,9
mobiles,music,5
digital,music,6
home,"computer

It's",11
broadband,personal,8
key,aspects,6
themes,Camera,5
Camera,phones,6
phones,circulation,11
better,network,4
resolutions,vendors,8
vendors,set,6
set,central,5
prove,software,7
bigger,hard,6
definitely,exciting,7
better,network,4
Samsung,developing,8
set,central,5
steal,passwords,8
initial,public,6
limelight,launch,7
launch,mobile,6
7megapixel,phone,9
phone,market,5
opening,attachment,9
"day

The",SCHV770,8
SCHV770,features,8
features,based,6
highend,video,5
digital,music,6
single,songs,3
lens,reflex,5
reflex,cameras,7
cameras,music,6
manual,focus,5
focus,delivering,10
ability,communicate,9
attach,telephoto,8
telephoto,wideangle,8
wideangle,lens,7
lens,reflex,5
Camera,phones,6
phones,circulation,11
likely,pair,6
prove,software,7
interesting,items,7
battle,Intel,4
ground,said,5
said,Jonny,5
Ben,Wood,4
Wood,principal,9
principal,consultant,9
analyst,Jupiter,7
research,analysts,8
firm,The,4
Gartner,He,6
It,sale,4
firmly,latinohiphopradiocom's,19
established,TV,11
cameras,music,6
integral,phones,8
phones,circulation,11
technology,balked,9
arms,race,4
race,it's,4
terms,years,3
megapixels,There,9
There,builtin,7
certain,,7
'look,TV,5
big,"success

He",11
is',said,4
said,Jonny,5
There,builtin,7
increasing,convergence,9
focus,delivering,10
musicenabled,mobiles,8
mobiles,music,5
At,point,4
3GSM,World,5
Cannes,week,5
went,"offline

I",9
music,movies,4
mad,music,4
music,movies,4
going,absolutely,9
big,"success

He",11
theme,vendors,7
vendors,set,6
Cebit,opens,5
said,Jonny,5
Mr,Evans,5
Wood,principal,9
Sony,Philips,7
Ericsson,released,7
use,help,4
fair,opened,6
W800,combines,8
,majority,8
recently,market,7
unveiled,chip,7
Walkman,21st,7
branded,mobile,6
phone,market,5
,majority,8
speculation,Motorola,10
Motorola,produce,7
unveil,ROKR,6
ROKR,handset,7
handset,giant,5
widely,seen,5
tipped,"'musthave'

Sony's",16
carry,calculations,10
Apple's,store,6
iTunes,iPhoto,5
music,movies,4
software,suite,5
Apple,Mac,5
Motorola,produce,7
announced,earlier,8
getting,sophisticated,11
end,making,5
year,Chris,5
result,Chip,6
longstanding,friendship,11
friendship,Motorola's,10
Motorola's,standard,8
chief,executive,7
executive,vice,7
Ed,Zander,5
Zander,Steve,5
Steve,Taylor,6
"Jobs

Some",analysts,10
analysts,Mac,7
think,fundamentally,12
Motorola,produce,7
save,day's,4
launch,mobile,6
CTIA,wireless,8
wireless,technology,9
America,western,7
following,raids,8
week,Fast,4
telling,stories,6
sign,pushed,5
operators,realising,9
coming,Sony,4
view,needs,4
German,company,5
tech,support,7
"fair

One",interesting,9
interesting,items,7
things,easy,6
CeBIT,clearly,6
clearly,month,7
decline,said,6
said,Jonny,5
Mr,Evans,5
Wood,principal,9
A,previous,8
lot,fixing,6
big,"success

He",11
players,speaking,6
Nokia,working,4
pulling,saying,4
saying,Users,6
hard,drive,5
justify,existence,7
big,"success

He",11
presence,shows,7
shows,aware,5
It,sale,4
big,"success

He",11
year,Chris,5
Cebit,opens,5
said,Jonny,5
Other,scam,5
themes,Camera,5
include,flamethrowers,12
TVenabled,mobiles,7
mobiles,music,5
bound,create,6
create,style,5
buzz,halls,5
halls,Vodafone,7
Vodafone,We,7
unveils,laser,6
prototype,version,8
handset,giant,5
live,expectations,11
digital,music,6
television,Reidar,8
There,builtin,7
glut,recent,5
recent,figures,7
headlines,infecting,8
mobile,environments,10
TV,screen,6
,majority,8
French,Green,4
operators,realising,9
teaming,O2,7
O2,trialling,9
trialling,system,9
system,software,6
Oxford,UK,6
UK,$499,4
Nokia,working,4
begins,trialling,7
trialling,system,9
system,software,6
Finland,Finnish,4
Finnish,handset,6
Broadcasting,Corporation,9
Company,YLE,7
YLE,TV,3
TV,screen,6
commercial,advantage,10
TV,screen,6
channels,Cebit,8
Cebit,opens,5
battleground,competing,10
competing,methods,7
methods,"permitted

This",11
getting,sophisticated,11
TV,screen,6
mobiles,music,5
likely,pair,6
provide,great,6
stage,But,5
technology,balked,9
slated,compete,6
compete,PC,7
3G,networks,8
HSDPA,High,4
High,Speed,5
Speed,Downlink,8
Downlink,Packet,8
Packet,Access,5
Access,highspeed,8
described,supercomputer,10
3G,networks,8
steroids,offer,7
offer,powerful,6
consumers,They,8
faster,said,5
download,known,6
times,The,4
For,browsing,7
instance,browsers,8
song,movie,4
currently,small,8
takes,existing,8
half,phones,5
minutes,By,7
download,known,6
phone,market,5
10,euros,5
seconds,Korean,7
Korean,giants,6
giants,LG,6
LG,Electronics,11
Electronics,Show,10
Samsung,developing,8
HSDPA,High,4
handsets,years,7
technology,balked,9
set,central,5
rolled,DVDs,6
US,Adding,6
Europe,little,5
Korea,year,4
year,Chris,5
Broadband,access,8
continue,drive,6
key,aspects,6
theme,vendors,7
internet,surfing,7
telephony,firm,9
proving,controversial,9
year's,list,6
killer,"application

Germany's",19
"application

Germany's",largest,19
largest,respected,7
online,stores,6
service,firm,6
provider,safe,7
TOnline,tipped,7
tipped,"'musthave'

Sony's",16
reveal,20,6
software,suite,5
lowcost,machine,7
net,service,6
telephony,firm,9
competing,methods,7
parent,company,6
company,trying,6
Deutsche,Telekom,7
Telekom,Cebit,6
Cebit,opens,5
unveil,ROKR,6
cutting,edge,7
edge,technology,8
products,launched,8
mobile,environments,10
sphere,likely,5
likely,pair,6
mean,confusion,8
lot,fixing,6
bright,colourful,9
colourful,handsets,9
handsets,years,7
fashion,continues,8
continues,compete,6
compete,PC,7
technology,balked,9
comes,equipped,7
device,interfaces,7
pockets,Rainbowcoloured,13
Rainbowcoloured,phones,13
phones,circulation,11
influenced,handsets,9
handsets,years,7
Japan,US,5
example,said,6
Asian,companies,7
companies,estimate,8
stamp,mark,4
mark,year's,4
year's,list,6
biggest,internet,6
presence,shows,7
Cebit,opens,5
organisers,created,7
created,American,7
digital,music,6
home,"computer

It's",11
Hall,25,4
25,million,7
27,hangarlike,10
hangarlike,buildings,10
buildings,house,9
house,The,4
The,Macworld,8
digital,music,6
home,"computer

It's",11
hyped,theme,4
theme,vendors,7
The,Macworld,8
house,The,4
totally,unaware,7
wired,things,5
things,easy,6
home,"computer

It's",11
entertainment,experience,8
said,Jonny,5
Cebit,opens,5
organiser,Gabriele,8
Gabriele,"Dorries
",5
"Dorries
",Game,7
Game,makers,4
makers,release,5
Xbox,2,4
2,codename,8
sneak,"peek

Microsoft",14
"peek

Microsoft",given,14
given,bigger,4
game,going,4
makers,release,5
glimpse,new,7
new,products,8
Xbox,2,4
2,codename,8
"console

Some",details,12
details,track,6
Xbox's,performance,10
performance,gaming,9
gaming,internet,7
like,Apple,4
device,interfaces,7
given,bigger,4
annual,RSA,6
Game,makers,4
Developers,certainly,9
Conference,San,9
US,Adding,6
Xbox,2,4
frontman,J,8
J,Allard,6
Allard,said,4
said,Jonny,5
console,developers,8
looked,office,6
set,central,5
capable,handling,7
trillion,calculations,8
calculations,run,10
second,home,5
Also,said,4
titles,new,5
new,products,8
Xbox,2,4
interface,bit,8
easy,use,3
play,individual,9
online,stores,6
buy,"yourself

A",10
extras,larger,6
characters,play,9
addons,software,8
"games

Microsoft",saving,14
saving,official,7
official,release,8
unveiling,Xbox,9
Xbox,2,4
2,codename,8
codenamed,Asteroid,7
Xenon,Nintendo's,7
E3,May,3
May,2001,4
device,interfaces,7
shop,carefully,9
shelves,warehouses,7
November,December,3
However,DEC,7
keynote,speech,7
speech,suffered,6
GDC,Mr,3
Mr,Evans,5
Allard,said,4
heads,development,10
development,US,11
gamemaking,tools,10
tools,media,5
console,developers,8
gave,indication,9
glimpse,new,7
core,gamers,5
software,suite,5
work,making,6
He,said,4
said,Jonny,5
gaming,internet,7
entering,market,7
highdefinition,,14
era,Both,4
demanded,users,8
detailed,"graphics

For",12
convincing,graphics,9
graphics,cards,6
adequately,protected,8
compete,PC,7
HDTV,sets,4
people,expect,5
starting,environmentally,13
watch,going,5
HD,short,5
DVDs,profoundly,10
soon,,4
start,buying,6
"appear

Industry",watchers,14
watchers,analysts,7
took,decades,7
mean,confusion,8
Xbox,2,4
2,codename,8
push,box,4
HDTV,sets,4
quality,"screens

It",11
graphics,cards,6
standard,video,7
multichannel,audio,10
audio,enters,6
gamers,early,5
authentic,experience,9
experience,allowing,8
Mr,Evans,5
Allard,said,4
said,Jonny,5
Microsoft,Confusingly,10
work,making,6
hard,drive,5
ensure,play,6
easy,use,3
game,going,4
makers,release,5
produce,content,7
titles,new,5
Xbox,2,4
2,codename,8
players,speaking,6
playing,But,7
To,makes,5
end,making,5
Microsoft,Confusingly,10
building,buy,6
Xbox,2,4
hardware,It's,8
systems,experts,6
support,wireless,8
headset,incorporates,11
chat,buddy,5
buddy,list,5
list,200,4
controls,synergistic,8
custom,soundtracks,9
soundtracks,developers,10
developers,room,9
free,reflecting,8
concentrate,games,10
games,Even,4
The,Macworld,8
Xbox,2,4
support,wireless,8
wellknown,Silicon,6
industry,experts,7
specifications,lack,13
DirectX,simple,6
simple,interfaces,9
game,going,4
studios,labels,6
titles,new,5
console,developers,8
For,browsing,7
gamers,early,5
emphasis,ease,5
ease,use,2
use,help,4
mean,confusion,8
Xbox,2,4
title,downloaded,8
uses,net,3
interface,bit,8
set,central,5
online,stores,6
play,individual,9
music,movies,4
stored,player,5
hardware,It's,8
This,turn,4
interface,bit,8
hold,pull,3
details,track,6
player's,statistics,8
statistics,gathered,8
skill,level,4
level,immersion,8
gamer,late,3
card,128,4
access,film,6
store,struggled,6
people,expect,5
spend,$1bn,4
small,share,3
amounts,data,6
cash,"allows

It's",11
buy,"yourself

A",10
extras,larger,6
avatars,addons,5
addons,software,8
new,products,8
maps,upper,4
vehicles,games,6
games,Even,4
possess,This,6
This,turn,4
ability,communicate,9
personalise,games,9
games,Even,4
ingame,characters,8
characters,play,9
key,aspects,6
future,exciting,7
said,Jonny,5
Mr,Evans,5
Allard,said,4
Only,consistency,9
consistency,Xbox,11
Xbox,2,4
able,start,5
support,wireless,8
1020,million,7
million,Visual,6
subscribers,aiming,10
aiming,said,5
said,Jonny,5
Mr,Evans,5
Allard,said,4
During,investigation,12
speech,suffered,6
Mr,Evans,5
Allard,said,4
took,decades,7
swipes,Playstation,10
Playstation,Portable,8
said,Jonny,5
processors,linked,9
consoles,expected,7
developers,room,9
engineers,mind,7
mind,use,4
Our,mission,7
approach,design,8
Bruce,Lee,4
Lee,Rainie,5
brute,force,4
force,"said
",5
"said
",Rivals,6
Broadband,access,8
set,central,5
revolutionise,"TV

BT",13
"TV

BT",starting,8
starting,environmentally,13
push,box,4
television,Reidar,8
plans,development,9
offer,powerful,6
TV,screen,6
"broadband

As",telecoms,12
telecoms,company,8
company,trying,6
BT,DEC's,5
moving,strafing,5
content,control,3
distribution,method,10
strategy,titles,6
Andrew,Burke,5
Burke,chief,5
chief,executive,7
BT's,new,4
new,products,8
Entertainment,"America
",10
unit,told,4
told,BBC,4
IPTV,World,5
World,Service,6
Forum,UKIF,5
We,long,4
want,upgrade,6
entertainment,experience,8
facilitator,said,9
said,Jonny,5
opening,attachment,9
day,globally,6
London,Frankfurt,8
conference,3GSM,10
The,Macworld,8
BBC,News,4
trialling,system,9
service,firm,6
play,individual,9
programmes,films,8
net,service,6
ruled,personal,7
offering,package,8
nonlicence,fee,8
fee,fraud,4
payers,overseas,6
overseas,The,7
The,Macworld,8
corporation's,Interactive,10
Interactive,Media,9
Media,Center,5
Player,iMP,6
iMP,foray,5
foray,broadband,7
broadband,personal,8
TV,screen,6
,majority,8
known,Digital,7
IPTV,World,5
Internet,American,7
Protocol,"TV

We",8
"TV

We",opportunities,12
opportunities,reach,12
delivering,added,9
type,spam,4
content,control,3
normally,broadcasters,10
broadcasters,explains,10
find,role,4
difficult,master,9
viewers,said,7
said,Jonny,5
BT's,new,4
Andrew,Burke,5
"Burke

With",people,10
people,expect,5
broadband,personal,8
connection,There's,9
speeds,greater,6
increasing,convergence,9
telcos,world,6
world,Although,7
looking,add,7
new,products,8
ways,they've,6
money,stick,5
Increased,competition,10
competition,online,9
net,service,6
service,firm,6
providers,need,8
encouraged,technicallysavvy,12
Ofcom,help,5
eroded,BT's,6
BT's,new,4
position,market,8
market,Mac,5
It,sale,4
looking,add,7
good,Apple,5
return,,6
investment,search,9
technology,balked,9
broadband,personal,8
ADSL,reality,7
reality,it's,6
It,sale,4
sees,value,5
delivering,added,9
TV,screen,6
broadband,personal,8
way,help,4
getting,sophisticated,11
highdefinition,,14
HD,short,5
content,control,3
people,expect,5
sooner,able,5
able,start,5
conventional,regular,10
regular,commentator,9
broadcasts,mobiles,8
The,Macworld,8
BBC's,iMP,5
iMP,foray,5
finished,successful,9
successful,Apple,9
technical,skills,8
trials,Berlin,6
set,central,5
larger,hard,4
consumer,devices,7
trials,Berlin,6
later,"year

Cell",8
2005,big,4
Before,officially,9
officially,launches,9
launches,promotional,11
BBC,News,4
government,offers,8
offers,1080,6
value,money,5
money,stick,5
Delivering,programmes,10
programmes,films,8
broadband,personal,8
offers,1080,6
clear,advantage,8
public,interest,8
value,money,5
says,Gavin,4
BBC,News,4
gives,cash,5
people,expect,5
control,digital,6
"choice

IPTV",similar,11
similar,intentions,9
idea,it's,3
VoIP,services,8
services,said,6
like,Apple,4
Skype,rolling,7
Both,background,9
use,help,4
broadband,personal,8
net,service,6
connections,Ethernet,10
carry,calculations,10
information,millions,9
like,Apple,4
video,recorder,6
voice,control,6
packets,data,5
data,network,6
instead,having,7
conventional,regular,10
means,fewer,4
Since,days,5
uses,net,3
internet,surfing,7
technology,balked,9
IPTV,World,5
mean,confusion,8
choice,provide,4
programmes,films,8
interactivity,tailored,11
tailored,installed,6
programming,"work

The",9
localised,content,8
content,control,3
outside,conventional,10
conventional,regular,10
satellite,digital,8
digital,music,6
cable,terrestrial,10
terrestrial,TV,11
"broadcasts

It",larger,13
larger,hard,4
changing,play,7
TV,screen,6
technology,balked,9
landscape,like,7
like,Apple,4
personal,technology,8
digital,music,6
video,recorder,6
recorders,like,8
PVRs,gives,4
gives,cash,5
people,expect,5
control,digital,6
TV,screen,6
Broadcasters,IPTV,12
IPTV,World,5
PVRs,gives,4
threat,They,4
opportunity,sell,11
The,Macworld,8
BBC,News,4
recognises,TV,10
TV,screen,6
broadband,personal,8
reality,it's,6
aims,Not,4
innovate,said,7
said,Jonny,5
Rahul,Chakkara,7
Chakkara,controller,10
controller,BBCi's,10
BBCi's,24/7,6
24/7,interactive,11
interactive,content,8
TV,screen,6
services,said,6
The,Macworld,8
iMP,foray,5
based,IBM,5
peertopeer,pirates,7
technology,balked,9
lets,play,4
people,expect,5
download,known,6
programmes,films,8
BBC,News,4
owns,MP3,4
rights,management,9
seven,eighthorse,10
days,Apple,5
broadcast,you've,8
IPTV,World,5
enables,station,6
programme,Go,8
audience,HD,8
different,"features



A",11
times,The,4
said,Jonny,5
Mr,Evans,5
"Chakkara

So",tell,12
tell,stories,6
audience,HD,8
programme,Go,8
paid,Bloglines,8
licence,fee,5
fee,fraud,4
access,film,6
time,"come

Shelley",11
want,upgrade,6
It,sale,4
helps,clear,5
said,Jonny,5
Mr,Evans,5
Burke,chief,5
people,expect,5
au,fait,3
fait,terms,5
terms,years,3
like,Apple,4
digital,music,6
interactive,content,8
digital,music,6
TV,screen,6
reaches,56%,7
56%,UK,3
UK,$499,4
homes,need,4
According,response,9
Benoit,Joly,5
Joly,broadband,8
broadband,personal,8
telecoms,company,8
firm,The,4
Thales,30%,6
30%,UK,3
Europe,little,5
satellite,digital,8
TV,screen,6
digital,music,6
TV,screen,6
They,speculate,8
IPTV,World,5
Analysts,ease,6
IPTV,World,5
account,Netherlands,10
10%,digital,7
digital,music,6
TV,screen,6
market,Mac,5
Europe,little,5
end,making,5
decade,astonishing,11
What,this?,4
needs,win,5
happen,At,6
agree,success,6
analysts,Mac,7
connection,There's,9
speeds,greater,6
bumped,handle,6
handle,3D,6
service;,20Mbps,8
20Mbps,connections,10
connections,Ethernet,10
ideal,target,6
BT,DEC's,5
broadcaster,BSkyB,11
IPTV,World,5
services,said,6
enabler,said,6
said,Jonny,5
Mr,Evans,5
Burke,chief,5
Its,browser,6
strategy,titles,6
hybrid,system,5
approach,design,8
explained,It,9
overtheair,conventional,8
conventional,regular,10
broadcasts,mobiles,8
supplemented,content,9
content,control,3
"broadband

Initially",appealing,18
appealing,niche,9
niche,markets,6
markets,working,5
like,Apple,4
sports,fans,5
fans,industry,7
widen,In,4
But,said,4
IPTV,World,5
homemonitoring,pet,12
pet,cams,4
cams,localised,6
localised,content,8
news,editor,6
services,said,6
local,artists,7
authority,TV,9
TV,screen,6
says,Gavin,4
BT,DEC's,5
It,sale,4
suggests,direct,6
target,audience,7
households,HDTV,10
UK,$499,4
computer,market,6
40%,putting,7
"country

Broadband",data,16
data,network,6
net,service,6
,majority,8
come,If,4
later,"year

Cell",8
,majority,8
cheap,PC,5
phone,market,5
calls,infant,6
choice,provide,4
TV,screen,6
programmes,films,8
Home,Choice,4
Choice,offers,6
offers,1080,6
10000,hours,5
hours,If,5
shows,aware,5
channels,Cebit,8
delivered,development,8
broadband,personal,8
homes,need,4
London,Frankfurt,8
With,HD,4
broadband,personal,8
net,service,6
subscription,Some,12
TV,screen,6
phone,market,5
service,firm,6
Through,content,7
content,control,3
deals,There,5
partnerships,BT,12
offers,1080,6
satellite,digital,8
terrestrial,TV,11
channels,Cebit,8
bespoke,channels,8
channels,Cebit,8
based,IBM,5
viewers,said,7
pick,choose,6
choose,catalogues,7
catalogues,It,9
It,sale,4
aims,Not,4
expand,coming,5
nationally,seeing,8
seeing,thing,3
lot,fixing,6
success,computerbased,11
offers,1080,6
15000,subscribers,11
subscribers,aiming,10
aims,Not,4
double,key,6
uptake,reach,5
reach,Apple,5
summer,It,6
Although,Mac,8
early,days,4
stage,But,5
IPTV,World,5
application,infancy,10
broadband,personal,8
underlines,growing,8
growing,awareness,8
prominence,backbone,8
backbone,network,7
network,security,7
,majority,8
utility,like,5
like,Apple,4
"electricity
",Chip,11
Chip,giant,5
maker,title,5
backs,net,5
net,service,6
phone,market,5
"calls

Rich",Templeton,11
Templeton,head,8
head,EA,4
giant,Nokia,5
chip,80,4
maker,title,5
Texas,Instruments,9
Instruments,given,9
given,bigger,4
backing,growing,4
growing,awareness,8
sector,Voice,6
Voice,commandandcontrol,15
Internet,American,7
Telephony,"Voip

Voip",9
"Voip

Voip",allows,9
allows,users,5
PC,"users

The",10
users,big,5
cases,broadband,8
broadband,personal,8
connection,There's,9
telephone,calls,8
calls,infant,6
net,service,6
Mr,Evans,5
Templeton,head,8
said,Jonny,5
Voip,major,5
major,techniques,10
application,infancy,10
drive,memory,6
broadband,personal,8
connections,Ethernet,10
homes,need,4
Internet,American,7
service,firm,6
provider,safe,7
Wanadoo,announced,8
announced,earlier,8
launching,broadband,8
broadband,personal,8
telephony,firm,9
service,firm,6
"UK

Subscribers",Wanadoo's,14
Wanadoo's,broadband,7
broadband,personal,8
service,firm,6
able,start,5
use,help,4
service,firm,6
free,reflecting,8
evening,weekend,5
weekend,calls,7
calls,infant,6
UK,$499,4
landline,free,7
free,reflecting,8
calls,infant,6
time,"come

Shelley",11
Wanadoo,announced,8
users,big,5
The,Macworld,8
service,firm,6
cost,small,5
extra,"cost

Apple",10
£4,month,5
month,said,5
come,If,4
free,reflecting,8
Livebox,broadband,8
broadband,personal,8
hub,At,3
Wanadoo,announced,8
plans,development,9
future,exciting,7
provide,great,6
videoondemand,services,11
home,"computer

It's",11
security,means,7
services,said,6
The,Macworld,8
secondary,phone,7
phone,market,5
line,1920,4
mean,confusion,8
customers,interested,9
extra,"cost

Apple",10
home,"computer

It's",11
phone,market,5
number,auto,5
provide,great,6
wireless,technology,9
internet,surfing,7
access,film,6
home,"computer

It's",11
Eventually,service,9
service,firm,6
replace,But,7
existing,FM,8
landline,free,7
services,said,6
Wanadoo,announced,8
goes,home,3
head,EA,4
head,EA,4
BT,DEC's,5
Voiceover,broadband,9
broadband,personal,8
key,aspects,6
trend,"said
",5
Europe,little,5
set,central,5
dramatic,growing,7
impact,listeners,8
telecommunications,equipment,14
industry,experts,7
,majority,8
Eric,Abensur,7
Abensur,Wanadoo's,9
Wanadoo's,broadband,7
chief,executive,7
executive,vice,7
told,BBC,4
BBC,News,4
News,website,5
website,It,6
Mr,Evans,5
Templeton,head,8
said,Jonny,5
agreed,Mac,6
Voiceoverpacket,going,13
going,absolutely,9
second,home,5
killer,"application

Germany's",19
application,infancy,10
broadband,personal,8
internet,surfing,7
access,film,6
said,Jonny,5
The,Macworld,8
world's,500,7
largest,respected,7
maker,title,5
chips,create,5
mobile,environments,10
phones,circulation,11
believes,people,6
technology,balked,9
grow,44%,4
rapidly,relatively,5
relatively,low,9
small,share,3
user,friendly,7
base,native,4
"currently

Almost",83,17
83,million,7
million,Visual,6
people,expect,5
downloaded,84,10
software,suite,5
powers,Skype,6
Skype,rolling,7
Voip,major,5
service,firm,6
according,PC,9
net,service,6
telephony,firm,9
firm's,iPod,5
website,It,6
Skype,rolling,7
lets,play,4
people,expect,5
free,reflecting,8
calls,infant,6
Skype,rolling,7
users,big,5
lowcost,machine,7
calls,infant,6
ordinary,phone,7
phone,market,5
numbers,iPod,7
US,Adding,6
firm,The,4
Vonage,offers,6
offers,1080,6
Voip,major,5
service,firm,6
lets,play,4
people,expect,5
plug,Mac,4
ordinary,phone,7
phone,market,5
broadband,personal,8
router,calls,6
calls,infant,6
Bill,Thompson,8
Simmelink,general,8
general,manager,6
manager,Nokia,7
TI's,Voip,4
Voip,major,5
business,development,10
said,Jonny,5
technology,balked,9
people,expect,5
making,things,4
net,service,6
calls,infant,6
ease,use,2
making,things,4
normal,"mapping

Mr",10
It's,deeply,6
pipe,silicon,6
silicon,generate,8
se,it's,4
it's,good,4
application,infancy,10
"said

We",want,7
want,upgrade,6
communicate,reason,10
freely,parties,6
effortlessly,economically,9
economically,impossible,10
In,total,5
sign,pushed,5
Voip,major,5
seeping,mainstream,10
mainstream,"HDTV

To",10
giant,Nokia,5
ISP,AOL,3
AOL,announced,9
announced,earlier,8
Tuesday,plans,7
plans,development,9
launch,mobile,6
netbased,phone,7
phone,market,5
service,firm,6
members,month,6
month,said,5
Customers,continue,8
continue,drive,6
use,help,4
traditional,medium,9
phones,circulation,11
plug,Mac,4
adapters,connected,8
connected,broadband,8
broadband,personal,8
source,revenue,6
jack,provided,8
provided,telephone,9
telephone,calls,8
company,trying,6
Calls,received,8
received,staggering,9
placed,like,4
like,Apple,4
old,computer,7
telephone,calls,8
network,security,7
We,long,4
help,Apple,4
massmarket,product,9
adoption,Cell,8
Voip,major,5
said,Jonny,5
AOL,announced,9
chief,executive,7
executive,vice,7
Jonathan,Miller,8
Miller,We,5
We,long,4
utilise,national,6
national,footprint,8
footprint,We,9
We,long,4
help,Apple,4
entire,music,5
industry,experts,7
"known
",Nintendo,6
Nintendo,expected,7
DS,handheld,8
makes,difference,9
Euro,"debut

Nintendo's",15
"debut

Nintendo's",DS,17
DS,handheld,8
handheld,device,7
game,going,4
console,developers,8
officially,launches,9
gone,spent,4
sale,22,4
"Europe

Many",stores,10
stores,wrap,5
UK,$499,4
opened,doors,6
midnight,let,7
let,consumers,8
keen,PC,4
gamers,early,5
hands,steering,8
device,interfaces,7
The,Macworld,8
twoscreen,clamshell,8
clamshell,gadget,7
gadget,choice,6
costs,filter,5
£99,149,2
149,million,7
euros,When,5
15,games,5
games,Even,4
available,fourth,9
launch,mobile,6
featuring,wellknown,8
wellknown,Silicon,6
characters,play,9
Super,3G,5
Mario,Paniccia,6
Rayman,The,6
The,Macworld,8
DS,handheld,8
spearheads,Nintendo's,9
Nintendo's,socalled,10
attempt,cash,7
continue,drive,6
dominance,games,8
handheld,device,7
gaming,internet,7
"market

Since",going,11
going,absolutely,9
sale,22,4
Japan,US,5
US,Adding,6
end,making,5
2004,Englishlanguage,15
Nintendo,expected,7
sold,come,3
4m,DS,2
DS,handheld,8
"consoles

Part",popularity,11
popularity,filesharing,8
fact,lead,4
DS,handheld,8
run,It's,4
catalogue,700,9
700,pixels,6
games,Even,4
produced,Yamaha,8
Nintendo's,socalled,10
GameBoy,lucrative,9
Advance,handheld,7
handheld,device,7
Games,cameras,3
DS,handheld,8
expected,PC,8
cost,small,5
£19,£29,1
£29,About,5
About,130,5
130,games,5
games,Even,4
DS,handheld,8
"development

As",having,13
having,sign,5
screens,LCD,7
controlled,voice,8
touch,DS,5
DS,handheld,8
lets,play,4
players,speaking,6
16,people,6
people,expect,5
wireless,technology,9
A,previous,8
download,known,6
play,individual,9
option,The,6
means,fewer,4
DS,handheld,8
owners,wanting,6
owns,MP3,4
copy,protection,9
particular,song,10
game,going,4
Other,scam,5
DS,handheld,8
owners,wanting,6
sent,subtlety,6
text,10,4
messages,tsunami,7
drawings,Nintendo,7
Nintendo,expected,7
planning,HDTV,8
release,tiny,7
media,server,5
adapter,handheld,7
handheld,device,7
play,individual,9
music,movies,4
video,recorder,6
Five,homes,4
Virgin,Radio,5
megastores,150,10
150,Game,4
Game,makers,4
shops,survey,5
expected,PC,8
open,source,5
early,days,4
Friday,morning,6
morning,let,7
let,consumers,8
people,expect,5
buy,"yourself

A",10
DS,handheld,8
We,long,4
know,viruses,7
customers,interested,9
want,upgrade,6
soon,,4
it's,good,4
released,called,5
,majority,8
means,fewer,4
minute,fluctuations,10
day,globally,6
said,Jonny,5
Robert,Quinn,6
Quinn,Game's,6
Game's,UK,6
UK,$499,4
sales,iPod,5
"director

But",Nintendo,11
Nintendo,expected,7
sole,control,6
control,digital,6
Europe's,gamers,6
handheld,device,7
gaming,internet,7
market,Mac,5
weeks,ago,5
soon,,4
Sony,Philips,7
expected,PC,8
