Current_Word,Next_Word,Levenshtein_distance
second,trick,6
voted,best,5
readers,country's,7
Mr,Negroponte,9
Trotter,news,7
said,crackdown,7
13000,rural,5
people,China,6
voted,best,5
Reliability,Service,9
Service,programme,7
Awards,"added

Many",10
twice,day,5
2003,reducing,8
Netbased,memory,7
memory,The,6
video,game,4
card,opening,7
shop,carefully,9
Crucial,shared,7
shared,They,4
award,given,5
Online,soccer,6
Vendor,year,4
year,claim,4
"Novatech
",Portable,7
Portable,24,8
PlayStation,3,11
ready,allsinging,10
"go

Sony's",PlayStation,10
PlayStation,3,11
Portable,24,8
PSP,console,7
sale,$100,4
Japan,The,5
12,list,4
"December

The",longawaited,13
longawaited,handheld,9
handheld,computers,8
game,graphics,6
playing,games,6
gadget,time,5
cost,computer,5
19800,yen,5
yen,145,3
145,euros,5
euros,Nintendo,7
hits,US,4
shelves,warehouses,7
At,entrance,7
launch,major,5
21,October,7
games,people,6
available,important,9
PSP,console,7
including,sophisticated,12
Need,Speed,2
Speed,important,8
Ridge,Racer,4
Racer,Metal,5
Metal,Gear,3
Gear,net,3
Acid,Vampire,6
Vampire,Chronicle,7
Chronicle,Sony,7
Sony,Walkman,7
announced,spates,8
PSP,console,7
available,important,9
Europe,,6
US,government,10
analysts,agree,7
expect,figures,7
debut,version,6
territories,early,9
early,1980s,5
"2005

Fifa",2005,6
2005,manufacturing,13
UK,telco,5
games,people,6
charts,gaming,6
week,The,3
losing,phone,5
rival,services,6
Pro,Magazine,8
Evolution,Data,8
Soccer,4,6
4,On,2
Konami's,Pro,8
Pro,Magazine,8
Evo,dropped,6
dropped,Microsoft,7
place,Other,5
new,technology,9
entry,20,5
10,includes,8
football,title,6
title,rules,4
LMA,Manager,7
Manager,2005,7
2005,manufacturing,13
number,we're,5
seven,cases,4
Tony,Macklin,7
Hawk's,Underground,11
Underground,Network,9
2,UMD,3
held,rights,6
Star,machine,7
Wars,DVD,4
Battlefront,inched,10
inched,places,5
places,underlined,8
There,farmers,5
good,creative,8
news,agency,5
Disney,spinoff,6
spinoff,Norwegian,9
Shark's,Tale,6
Tale,film,3
film,"network

The",12
moving,parts,6
charts,gaming,6
number,we're,5
"eight

Fans",Gran,9
Gran,Turismo,6
Turismo,series,5
series,steps,4
Europe,,6
going,200,5
wait,morning,6
year,claim,4
latest,series,5
version,PS3,7
Sony,Walkman,7
said,crackdown,7
PAL,version,7
version,PS3,7
GT4,ready,5
ready,allsinging,10
Christmas,"email

Security",14
The,US,3
product,"innovation

The",14
localised,13,9
13,January,7
different,sectors,8
languages,depending,9
PAL,version,7
territories,early,9
process,determine,9
takes,30,5
considerably,Distributors,12
longer,"isolated
",7
Japan,The,5
said,crackdown,7
Gran,Turismo,6
Turismo,series,5
4,On,2
PlayStation,3,11
2,UMD,3
expected,large,7
released,Microsoft,8
Japan,The,5
USA,operating,9
"year

Halo",2,10
2,UMD,3
broken,However,6
video,game,4
game,graphics,6
records,This,6
preorders,15,9
15,April,5
million,people,7
US,government,10
Some,users,5
6500,US,4
US,government,10
stores,hard,5
plan,includes,7
open,elections,7
midnight,Tuesday,8
Tuesday,Free,6
9,November,8
November,2004,8
game's,release,5
release,The,6
Halo,2,4
2,UMD,3
projected,bring,8
bring,sport,5
revenue,click,7
day,order,4
box,videoondemand,12
office,thirdgeneration,14
blockbuster,movie,9
movie,People,4
United,Nation's,7
States,France,5
said,crackdown,7
Xbox's,successor,8
Peter,Molyneux,7
Moore,We've,4
We've,heard,4
heard,environmental,12
rumours,associated,9
fan,base,3
anticipation,'Halo,10
'Halo,2,5
2,UMD,3
flu',9,4
9,November,8
"November
",Viewers,6
Viewers,able,6
able,watch,4
shape,21st,5
"TV

Imagine",editing,9
editing,changes,7
Titanic,watch,6
watch,36th,3
favourite,programme,7
bits,cutting,6
cutting,slushier,6
slushier,moments,8
moments,Star,7
Star,machine,7
Wars,DVD,4
leave,PCs,5
bare,bones,3
bones,"actionfest

Manipulating",20
"actionfest

Manipulating",favourite,20
favourite,programme,7
films,processed,8
personalised,movie,9
movie,People,4
beginning,"2006
",9
ambitious,Nokia,8
new,technology,9
75m,euro,4
euro,£51m,4
£51m,project,7
project,image,6
funded,Department,9
European,power,6
Union,rules,5
New,York,4
Media,Labs,5
New,York,4
Millennium,NM2,10
NM2,endgame,7
endgame,development,8
development,child,10
completely,separate,8
new,technology,9
media,player,6
genre,Millan,6
allow,feature,6
audiences,west,8
create,safer,5
media,player,6
worlds,time,6
based,experiments,10
specific,queries,6
interests,The,8
tastes,Viewers,5
Viewers,able,6
able,watch,4
participate,storylines,10
storylines,manipulate,9
manipulate,information,9
plots,land,4
sets,But,3
props,TV,5
TV,telephone,9
shows,UV,5
BT,idea,4
13,January,7
partners,involved,8
involved,deal,7
project,image,6
It,dries,5
contributing,software,10
software,controls,6
originally,India,8
designed,exploit,7
spot,filter,5
anomalies,like,7
CCTV,pictures,8
pictures,Clicking,7
The,US,3
software,controls,6
uses,free,3
content,like,6
recognition,software,10
algorithms,The,9
The,US,3
threeyear,Linux,9
project,image,6
work,"on

While",9
seven,cases,4
productions,rap,10
develops,add,8
set,strict,4
software,controls,6
tools,selfexpression,13
allow,feature,6
viewers,lead,6
edit,share,5
content,like,6
"needs

One",productions,9
productions,rap,10
experimental,television,10
television,presents,8
plot,physics,6
driven,said,5
text,book,4
messages,given,7
TV,telephone,9
"audience

Participants",text,20
text,book,4
selected,words,8
words,Microsoft,7
impact,opensource,9
characters,Everyone,8
drama,interact,6
interact,It,7
It,dries,5
developed,"world
",8
Finland,Brazil,7
shown,"off

All",8
Finnish,TV,7
TV,telephone,9
audiences,west,8
Another,tsunamirelated,12
team,Macintosh,8
work,"on

While",9
BBC's,head,5
big,number,5
budget,technical,9
drama,interact,6
Mervyn,Peake's,6
Peake's,gothic,7
gothic,fantasy,6
fantasy,Gormenghast,8
Gormenghast,It,10
It,dries,5
reengineered,allow,12
allow,feature,6
people,China,6
choose,click,5
variety,technical,8
edited,versions,6
versions,programs,7
The,US,3
BBC,World,5
allowing,enter,8
access,audiences,6
material,computer,7
prove,according,8
technology,causing,8
principles,allow,9
explained,Mr,9
Dr,Mario,4
Doug,Rasor,5
Williams,crosses,7
BT,idea,4
NM2's,technical,9
technical,help,8
project,image,6
manager,Microsoft,9
The,US,3
TV,telephone,9
moment,Apple,6
relatively,high,9
dumb,box,4
box,videoondemand,12
receives,signals,7
signals,mobiles,6
This,type,4
project,image,6
teaching,machine,3
machine,textbook,8
look,creative,8
content,like,6
like,text,4
Lego,blocks,6
blocks,reassembled,11
reassembled,perfect,9
perfect,showcase,8
sense,low,5
said,crackdown,7
At,entrance,7
moment,Apple,6
interactive,models,10
gaming,Baftawinning,8
limited,Digital,4
form,aims,4
interactive,models,10
TV,telephone,9
usually,wait,6
means,people,5
allowing,enter,8
audiences,west,8
vote,shows,4
shows,UV,5
We,display,7
hoping,understand,9
occupy,space,6
space,"time

The",8
inbetween,"added

NM2's",11
"added

NM2's",coordinator,11
coordinator,Cepes,11
Peter,Molyneux,7
Stollenmayer,explained,9
explained,Mr,9
new,technology,9
genre,Millan,6
radically,altering,8
alter,role,4
role,solving,5
"audience

Viewers",able,15
able,watch,4
interact,It,7
directly,Amazon's,8
medium,large,6
influence,young,7
hear,programmes,9
according,Mr,8
personal,information,10
tastes,Viewers,5
wishes,governments,9
said,crackdown,7
Media,Labs,5
users,Logs,4
longer,"isolated
",7
passive,viewers,7
viewers,lead,6
active,60,6
engagers,It,8
It,dries,5
important,step,8
tools,selfexpression,13
sophisticated,graphics,10
obey,complex,5
complex,data,7
rules,limit,5
cinematography,editing,12
editing,changes,7
said,crackdown,7
John,Houlihan,5
Wyver,TV,5
TV,telephone,9
producer,Those,6
Illuminations,Television,8
Television,decided,8
Limited,involved,6
involved,deal,7
project,image,6
It's,working,7
matter,device,6
stringing,romantic,7
romantic,action,6
action,Because,6
portions,production,5
production,quality,8
said,crackdown,7
Mr,Negroponte,9
Wyver,TV,5
The,US,3
tool,released,8
know,good,3
bits,cutting,6
fit,screen,6
visually,lossless,7
observing,timehonoured,11
timehonoured,rules,10
rules,limit,5
editing,changes,7
terms,access,5
story,passage,6
Only,MEPs,4
personalised,movie,9
version,PS3,7
sense,low,5
aesthetically,pleasing,12
pleasing,added,7
added,Tara,5
Mr,Negroponte,9
Wyver,TV,5
planning,spreading,5
production,quality,8
entitled,Games,7
The,US,3
Golden,Age,5
Age,Empire,5
Renaissance,art,10
art,sponsorship,10
It,dries,5
allow,feature,6
viewers,lead,6
create,safer,5
socalled,DeCSS,8
media,player,6
world,countries,7
based,experiments,10
specific,queries,6
areas,scarce,5
interest,groups,7
poetry,music,6
music,offers,6
architecture,nearing,11
Other,rumours,6
productions,rap,10
NM2,endgame,7
team,Macintosh,8
range,frequencies,8
news,agency,5
documentaries,foreign,10
romantic,action,6
comedy,"drama
",6
"drama
",Games,4
Games,rubbish,6
maker,Sybari,5
fights,"survival

One",12
"survival

One",Britain's,10
Britain's,mobile,8
largest,EU,7
independent,advice,9
game,graphics,6
makers,animators,5
Argonaut,Games,8
Games,rubbish,6
"sale

The",Londonbased,10
Londonbased,software,8
company,announced,8
Harry,Potter,6
Potter,games,5
games,people,6
sacked,said,3
100,chosen,6
employees,sacked,8
severe,compression,9
cash,generated,8
crisis,The,6
The,US,3
administrators,told,12
told,BBC,4
BBC,World,5
News,Agency,5
Online,soccer,6
selling,million,4
Argonaut,Games,8
way,unleashing,9
save,day's,4
run,Linuxbased,9
cash,generated,8
Argonaut,Games,8
warned,PC,6
low,list,3
cash,generated,8
10,includes,8
days,aired,5
ago,,3
shares,suspended,7
suspended,clean,8
trading,illegal,7
London,It,6
Stock,"Exchange

Argonaut",17
"Exchange

Argonaut",making,16
making,money,5
games,people,6
18,"months

The",11
years,ago,4
largest,EU,7
independent,advice,9
games,people,6
developers,free,8
"UK

Along",headquarters,12
headquarters,north,10
north,capital,6
London,It,6
operates,There,5
studios,aggressively,11
Cambridge,Sheffield,8
Sheffield,Argonaut,9
Argonaut,Games,8
Harry,Potter,6
Potter,games,5
games,people,6
provided,vital,6
healthy,flow,6
flow,modernity,9
cash,generated,8
company,announced,8
But,dance,5
like,text,4
software,controls,6
developers,free,8
Argonaut,Games,8
needed,moving,6
constant,data,6
flow,modernity,9
deals,key,4
publishers,marketers,7
Signs,trouble,7
trouble,protect,5
emerged,When,6
August,2004,6
warned,PC,6
heading,losses,7
losses,In,6
£6m,financial,9
financial,services,8
year,claim,4
delays,controversy,10
signing,told,7
new,technology,9
contracts,Broadband,8
games,people,6
Those,people,4
new,technology,9
deals,key,4
delayed,twice,6
leading,TV,7
Argonaut,Games,8
warn,internet,6
midOctober,running,10
running,bricked,7
cash,generated,8
suspend,trading,6
trading,illegal,7
shares,suspended,7
London,It,6
Stock,"Exchange

Argonaut",17
Exchange,As,8
As,blocking,8
costcutting,measures,10
measures,place,6
100,chosen,6
employees,sacked,8
fired,flight,4
When,inside,6
news,agency,5
£6m,financial,9
loss,came,4
came,week,4
knew,information,10
going,200,5
redundancies,said,10
said,crackdown,7
Jason,OGrady,6
Parkinson,game,8
game,graphics,6
developers,free,8
sacked,said,3
Argonaut,Games,8
A,patch,5
lot,spammers,8
people,China,6
suspected,pirates,7
Argonaut,Games,8
trouble,protect,5
time,Chinese,5
told,BBC,4
BBC,World,5
News,Agency,5
Online,soccer,6
Mr,Negroponte,9
Parkinson,game,8
said,crackdown,7
staff,work,5
told,BBC,4
job,sealing,7
losses,In,6
necessary,proper,8
save,day's,4
Argonaut,Games,8
going,200,5
At,entrance,7
start,looking,7
year,claim,4
company,announced,8
employed,comb,7
268,people,6
people,China,6
After,leaving,7
latest,series,5
round,consultation,10
cuts,80,4
80,kilometres,10
staff,work,5
Argonaut,Games,8
headquarters,north,10
Edgware,north,7
north,capital,6
London,It,6
17,"February
",9
Morpheme,offices,7
offices,core,6
Kentish,Town,7
Town,London,4
London,It,6
22,February,8
Just,12,4
Add,Monsters,8
Monsters,base,6
base,station,6
"Cambridge

Argonaut",called,17
called,BankashA,7
administrators,told,12
David,Stanley,6
Rubin,&,5
&,Bell,4
Partners,Friday,7
Friday,Saturday,5
find,remove,6
way,unleashing,9
rescue,company,7
company,announced,8
collapse,It,8
It,dries,5
spent,years,5
weekend,going,6
going,200,5
company's,existing,9
finances,concluded,7
concluded,The,8
way,unleashing,9
save,day's,4
business,worlds,7
sale,$100,4
The,US,3
administrator,told,12
told,BBC,4
BBC,World,5
News,Agency,5
Online,soccer,6
costs,Mr,5
restructuing,high,11
high,point,4
partly,fears,5
overheads,"away
",8
company's,existing,9
premises,use,6
UK,telco,5
It,dries,5
said,crackdown,7
hopeful,save,6
save,day's,4
110,jobs,4
jobs,selling,7
selling,million,4
business,worlds,7
saying,needed,6
expressions,interest,9
interest,groups,7
quarters,Xboxes,6
looking,continue,5
quick,buck,2
sale,$100,4
The,US,3
administrator,told,12
said,crackdown,7
ensure,Britain's,9
staff,work,5
redundant,receive,7
receive,ballot,7
wages,Romania,6
redundancy,holiday,7
holiday,pay,5
pay,licence,7
hopefully,"Christmas
",9
"Christmas
",Pompeii,10
Pompeii,gets,6
gets,creative,6
digital,age,6
"makeover

The",oldfashioned,13
oldfashioned,didn't,9
audio,external,8
tour,historical,8
historical,seat,8
places,underlined,8
soon,moved,4
replaced,total,7
computergenerated,images,14
images,The,5
bring,sport,5
site,There,4
"life

A",European,8
European,power,6
Unionfunded,project,10
project,image,6
looking,continue,5
providing,helping,6
tourists,computeraugmented,13
computeraugmented,versions,14
versions,programs,7
archaeological,attractions,11
attractions,It,10
It,dries,5
allow,feature,6
visitors,use,7
glimpse,life,4
life,poorer,5
originally,India,8
lived,idea,3
places,underlined,8
Pompeii,gets,6
It,dries,5
pave,way,3
way,unleashing,9
new,technology,9
form,aims,4
cultural,drive,8
"tourism

The",technology,11
technology,causing,8
allow,feature,6
digital,age,6
people,China,6
computergenerated,images,14
elements,worlds,7
combined,virtual,8
actual,technology,8
view,said,4
seen,experts,6
tourists,computeraugmented,13
walk,historical,9
historical,seat,8
"site

The",Lifeplus,7
Lifeplus,project,8
project,image,6
EU's,Information,11
Information,Project,9
Society,said,6
Technologies,Nortel,10
initiative,The,9
aimed,home,3
promoting,social,7
userfriendly,technology,10
technology,causing,8
enhancing,European,8
European,power,6
cultural,drive,8
heritage,Engineers,8
Engineers,researchers,8
researchers,said,9
working,"tool!

The",9
Europewide,consortium,9
consortium,expects,9
come,form,3
prototype,version,8
augmentedreality,system,14
system,We,5
It,dries,5
require,visitor,7
visitor,wear,6
wear,headset,5
headmounted,display,10
display,$20,7
miniature,camera,7
camera,1900,6
backpack,computer,8
computer,games,6
The,US,3
camera,1900,6
captures,view,7
view,said,4
feeds,blogs,4
software,controls,6
computer,games,6
visitor's,viewpoint,6
viewpoint,combined,8
combined,virtual,8
animated,virtual,7
virtual,storybased,8
elements,worlds,7
At,entrance,7
Pompeii,gets,6
example,Christian,9
visitor,wear,6
frescos,taverns,6
taverns,villas,6
villas,excavated,8
excavated,thought,8
people,China,6
going,200,5
daily,A,5
life,poorer,5
Augmented,reality,8
reality,ink,6
create,safer,5
special,interest,7
effects,graphics,7
films,processed,8
Troy,Lord,4
Lord,Currie,5
Rings,computer,8
computer,games,6
"gaming

This",technology,11
technology,causing,8
computer,games,6
games,people,6
said,crackdown,7
Professor,Tom,8
Nadia,MagnenatThalman,13
MagnenatThalman,Swiss,15
Swiss,Army,5
research,development,9
group,said,5
"MiraLab

We",time,9
time,Chinese,5
able,watch,4
run,Linuxbased,9
combination,computer,7
software,controls,6
processes,information,10
create,safer,5
walking,information,10
talking,years,7
people,China,6
believable,clothing,9
clothing,skin,6
skin,hair,3
hair,realtime,6
realtime,replays,5
said,crackdown,7
Unlike,commercially,11
virtual,storybased,8
reality,ink,6
delivers,entirely,6
entirely,"time

The",8
computergenerated,images,14
scene,,5
viewer,Lifeplus,6
Lifeplus,project,8
project,image,6
combining,automatic,8
digital,age,6
real,people,4
views,modified,7
Crucial,shared,7
technique,junk,8
software,controls,6
interprets,visitor's,8
visitor's,viewpoint,6
view,said,4
provides,vital,6
accurate,match,7
match,Saturday,6
real,people,4
virtual,storybased,8
elements,worlds,7
The,US,3
software,controls,6
capable,displaying,8
developed,"world
",8
UK,telco,5
company,announced,8
2d3,Andrew,5
Andrew,Thompson,8
Stoddart,chief,8
chief,Microprocessor,12
scientist,vision,7
2d3,Andrew,5
said,crackdown,7
EU,software,8
project,image,6
driven,said,5
new,technology,9
desire,people,4
bring,sport,5
past,present,4
life,poorer,5
The,US,3
popularity,personal,9
television,presents,8
documentaries,foreign,10
dramatisations,computergenerated,16
computergenerated,images,14
imagery,recreate,7
recreate,virtual,7
scenes,On,5
ancient,textbooks,9
history,demonstrates,10
demonstrates,widespread,10
widespread,recommended,10
appeal,core,5
bringing,piece,7
ancient,textbooks,9
cultures,world,7
life,poorer,5
"said
",PlayStation,9
Fast,3G,4
moving,parts,6
phone,upload,4
bugs,current,6
"appear

Security",firms,15
firms,look,5
warning,messages,8
mobile,phones,6
phone,upload,4
viruses,malicious,7
spread,"it

In",6
faster,current,6
similar,issues,6
"bugs

The",new,9
new,technology,9
strains,Cabir,6
Cabir,mobile,4
mobile,phones,6
phone,upload,4
virus,writers,5
use,ink,3
shortrange,wireless,9
radio,number,6
technology,causing,8
leap,2005,4
vulnerable,viruses,8
phone,upload,4
soon,moved,4
range,frequencies,8
The,US,3
Cabir,mobile,4
virus,writers,5
affects,Xboxes,6
highend,"mobiles

Competition",18
handsets,means,6
running,bricked,7
Symbian,Series,5
Series,60,6
60,seconds,7
phone,upload,4
operating,illegally,8
system,We,5
Despite,increases,8
warnings,premature,9
far,Huaral,4
reports,said,7
phones,conceded,6
infected,email,7
new,technology,9
variants,"Cabir

The",8
"Cabir

The",original,9
original,Zafi,7
Cabir,mobile,4
worm,spotted,6
came,week,4
light,kind,4
midJune,2004,7
2004,country's,9
sent,email,5
antivirus,program,8
firms,look,5
proofofconcept,program,11
program,attempts,8
A,patch,5
mistake,way,6
way,unleashing,9
original,Zafi,7
Cabir,mobile,4
written,headlines,8
meant,laser,5
escaped,laboratory,9
laboratory,assess,9
bug,The,3
able,watch,4
infect,machines,7
phone,upload,4
"time

However",new,11
new,technology,9
Cabir,mobile,4
strains,Cabir,6
mistake,way,6
corrected,spread,6
spread,"it

In",6
short,space,4
range,frequencies,8
Bluetooth,shortrange,9
technology,causing,8
vulnerable,viruses,8
phone,upload,4
range,frequencies,8
Bluetooth,shortrange,9
effective,getting,6
range,frequencies,8
tens,metres,4
metres,away,6
The,US,3
risk,category,8
infected,email,7
Cabir,mobile,4
low,list,3
users,Logs,4
malicious,program,9
program,attempts,8
permission,dig,9
download,pirate,8
handset,Georgeta,6
manually,PC,8
install,programs,7
Users,runs,4
protect,existing,7
altering,way,8
setting,spoof,6
Symbian,Series,5
phones,conceded,6
conceals,handset,7
handset,Georgeta,6
Bluetooth,shortrange,9
devices,Workplace,8
Finnish,TV,7
security,manager,8
firm,seen,4
FSecure,issued,6
issued,updates,6
warning,messages,8
new,technology,9
strains,Cabir,6
Cabir,mobile,4
said,crackdown,7
viruses,malicious,7
damage,faulty,5
phone,upload,4
All,100000,6
block,overseas,8
normal,"light

However",13
Bluetooth,shortrange,9
activity,,8
drain,phone's,7
phone's,battery,6
battery,life,6
Antivirus,firms,6
firm,seen,4
Sophos,said,6
said,crackdown,7
source,software,5
code,malicious,7
Cabir,mobile,4
posted,,6
net,cafe,4
Brazilian,programmer,9
programmer,asked,8
lead,trend,3
variants,"Cabir

The",8
program,attempts,8
created,telco's,7
So,far,3
far,Huaral,4
seven,cases,4
versions,programs,7
Cabir,mobile,4
know,good,3
exist,The,5
inside,shell,6
malicious,program,9
Skulls,program,7
program,attempts,8
found,developing,8
late,year,4
November,2004,8
Symbian's,Series,6
Series,60,6
60,seconds,7
software,controls,6
licenced,Nokia,8
Nokia,200,5
LG,Electronics,11
Electronics,Show,10
Lenovo,Panasonic,7
Panasonic,Samsung,6
Samsung,UK's,6
Sendo,"Siemens
",5
"Siemens
",Joke,7
Joke,email,5
email,interception,10
virus,writers,5
tricks,overall,7
"users

A",virus,7
virus,writers,5
disguises,joke,8
joke,spreading,8
spreading,model,8
rapidly,closing,7
"net

Antivirus",firms,11
firms,look,5
issuing,highlevel,8
highlevel,warnings,9
warnings,premature,9
new,technology,9
version,PS3,7
Bagle,email,4
email,interception,10
program,attempts,8
catching,rich,6
lot,spammers,8
people,China,6
The,US,3
Windows,email,7
virus,writers,5
grabs,email,4
email,interception,10
addresses,uses,6
Microsoft,seeking,9
Outlook,email,7
uses,free,3
mail,"deluge

The",11
sending,infrastructure,13
software,controls,6
spread,"it

In",6
new,technology,9
victims,To,7
When,inside,6
infects,recipient's,7
machine,textbook,8
Bagle,email,4
variant,turns,5
turns,colours,5
security,manager,8
measures,place,6
usually,wait,6
protect,existing,7
"PCs

The",body,8
new,technology,9
variant,turns,5
called,BankashA,7
BagleAT,BagleBB,2
BagleBB,BagleAU,2
BagleAU,attachment,8
attachment,Microsoft,9
bearing,virus,6
virus,writers,5
code,malicious,7
labelled,revolutionary,12
joke,spreading,8
"price

The",body,10
body,email,5
virus,writers,5
usually,wait,6
contains,plenty,7
smiley,"faces

The",9
emoticon,The,8
The,US,3
virus,writers,5
strike,computers,8
computers,home,6
running,bricked,7
Windows,email,7
95,98,1
98,ME,2
ME,NT,2
NT,2000,4
2000,broadband,9
XP,Counterfeit,11
Users,runs,4
infected,email,7
open,elections,7
attachment,Microsoft,9
travels,fibre,6
email,interception,10
As,blocking,8
plundering,Microsoft,10
Microsoft,seeking,9
Outlook,email,7
email,interception,10
addresses,uses,6
send,prints,5
BagleAT,BagleBB,2
tries,dictate,6
turn,Xboxes,6
firewall,software,6
security,manager,8
centre,This,6
services,Dan,8
Windows,email,7
XP,Counterfeit,11
machines,png,7
BBC,World,5
News,Agency,5
Online,soccer,6
received,resistance,8
warnings,premature,9
virus,writers,5
security,manager,8
companies,like,8
Finnish,TV,7
company,announced,8
FSecure,issued,6
gave,children,7
virus,writers,5
second,trick,6
highest,total,7
threat,overplayed,8
level,customer,7
We've,heard,4
reports,said,7
world,countries,7
said,crackdown,7
Mikko,Hypponen,7
Hypponen,heads,8
director,AADC,8
antivirus,program,8
research,development,9
FSecure,issued,6
Security,scares,6
firm,seen,4
Network,improve,6
Box,said,4
said,crackdown,7
stopped,Steve,5
30000,files,5
copies,DVD,6
hour,recorded,7
virus,writers,5
outbreak,reached,7
reached,mid1990s,8
peak,96%,4
Black,White,5
Spider,said,4
said,crackdown,7
stopped,Steve,5
1,April,5
million,people,7
copies,DVD,6
BagleAT,BagleBB,2
outbreak,reached,7
began,petition,6
0630,BST,4
BST,0530,4
0530,GMT,4
GMT,Antivirus,9
Antivirus,firms,6
firms,look,5
urged,think,5
users,Logs,4
wary,wifi,3
unexpected,email,9
email,interception,10
messages,given,7
bearing,virus,6
attachments,It's,9
update,systems,6
software,controls,6
ensure,Britain's,9
protected,European,7
latest,series,5
"threats
",Iran,6
Progress,new,7
new,technology,9
internet,use,7
"domains

By",early,9
early,1980s,5
2005,manufacturing,13
net,cafe,4
new,technology,9
domain,site,6
"names

The",post,9
post,images,6
travel,miles,5
net,cafe,4
domains,use,7
given,"users

It",9
preliminary,approval,10
approval,parliament,8
net's,email,5
administrative,body,14
body,email,5
The,US,3
names,look,5
total,digital,4
10,includes,8
proposed,law,8
domains,use,7
considered,critical,8
Internet,Explorer,7
Corporation,lets,10
Assigned,Names,7
Names,system,5
Numbers,Icann,7
Icann,The,5
The,US,3
proposed,law,8
names,look,5
include,sextant,7
domain,site,6
pornography,use,11
Asia,appear,5
mobile,phones,6
phones,conceded,6
antispam,domain,8
domain,site,6
Catalan,language,6
language,person,8
"culture

The",post,11
post,images,6
domain,site,6
backed,local,5
Universal,Music,8
Postal,Union,6
Union,rules,5
wants,laptops,4
use,ink,3
online,banking,4
marker,type,5
type,ink,4
postal,service,7
service,address,7
help,users,4
coordinate,actions,9
ecommerce,ebanking,8
efforts,site,6
national,parliaments,8
post,images,6
"offices

The",travel,11
travel,miles,5
domain,site,6
hotels,London's,6
travel,miles,5
firms,look,5
airlines,tourism,7
tourism,offices,6
offices,core,6
help,users,4
organisations,focused,12
distinguish,online,9
online,banking,4
It,dries,5
backed,local,5
New,York,4
Yorkbased,trade,6
trade,body,4
group,said,5
called,BankashA,7
The,US,3
Travel,Partnership,9
Partnership,Icann,10
Icann,The,5
said,crackdown,7
early,1980s,5
decision,Internet,8
domains,use,7
response,mainly,7
detailed,graphics,8
technical,help,8
commercial,"websites

The",12
information,tracking,9
organisations,focused,12
names,look,5
submitted,Despite,6
Despite,increases,8
initial,approval,6
approval,parliament,8
Icann,The,5
cautioned,honouring,8
guarantee,directive,7
domains,use,7
actually,dispensed,9
service,address,7
At,entrance,7
time,Chinese,5
Icann,The,5
considering,changing,7
proposals,controversial,9
domains,use,7
One,Why?,4
win,support,7
approval,parliament,8
proposal,Parliament,9
set,strict,4
xxx,domain,6
domain,site,6
pornographic,offers,10
websites,users,6
A,patch,5
similar,issues,6
proposal,Parliament,9
times,That,5
past,present,4
But,dance,5
Icann,The,5
reluctant,use,8
approve,draft,6
difficulty,making,9
making,money,5
pornographers,sign,12
sign,allow,5
use,ink,3
In,effort,6
2000,broadband,9
Icann,The,5
approved,Internet,7
seven,cases,4
new,technology,9
domains,use,7
varying,degrees,7
degrees,It,7
success,Throughout,9
Three,leading,7
new,technology,9
socalled,DeCSS,8
level,customer,7
domains,use,7
specific,queries,6
industries,inspiration,8
organisations,focused,12
museum,aero,5
aero,Others,4
Others,aggressively,10
info,"around

I",8
biz,intended,8
intended,offer,7
generic,In,6
In,effort,6
total,digital,4
excess,200,6
200,metres,6
domain,site,6
names,look,5
majority,EU,8
nations,old,6
But,dance,5
domains,use,7
end,2006,4
com,culture,6
suffix,email,5
far,Huaral,4
"numerous
",Argonaut,8
Argonaut,Games,8
founder,MIT's,7
rebuilds,"empire

Jez",10
"empire

Jez",San,11
San,Francisco,7
man,Argonaut,7
Argonaut,Games,8
games,people,6
group,said,5
went,unchecked,8
administration,week,14
week,The,3
ago,,3
bought,online,6
"company

The",veteran,11
veteran,comedian,5
games,people,6
developer,Connectotel,8
taken,crack,5
Cambridgebased,Just,13
Just,12,4
Add,Monsters,8
Monsters,base,6
studios,aggressively,11
London,It,6
subsidiary,Brightmail,9
Morpheme,offices,7
The,US,3
Argonaut,Games,8
group,said,5
went,unchecked,8
administration,week,14
severe,compression,9
cash,generated,8
crisis,The,6
firing,half,6
half,hour,3
staff,work,5
In,effort,6
August,2004,6
warned,PC,6
annual,awards,5
losses,In,6
£6m,financial,9
year,claim,4
31,initially,9
"July

Jez",San,9
San,Francisco,7
key,elements,7
figures,difficult,7
UK's,biggest,6
games,people,6
industry,natural,7
The,US,3
developer,Connectotel,8
received,resistance,8
OBE,New,3
2002,demand,6
estimated,20000,9
worth,power,4
£200m,peak,5
peak,96%,4
dotcom,crash,6
"boom

He",founded,7
founded,company,6
Argonaut,Games,8
1982,Mr,4
titles,Rory,6
1993,One2One,7
Starfox,game,6
game,graphics,6
More,13000,5
recently,closed,7
Harry,Potter,6
Potter,games,5
games,people,6
PlayStation,3,11
But,dance,5
like,text,4
software,controls,6
developers,free,8
Argonaut,Games,8
needed,moving,6
constant,data,6
flow,modernity,9
deals,key,4
publishers,marketers,7
In,effort,6
August,2004,6
warned,PC,6
annual,awards,5
losses,In,6
£6m,financial,9
blaming,delays,6
delays,controversy,10
signing,told,7
new,technology,9
contracts,Broadband,8
tough,"future'

UK",10
conditions,like,9
software,controls,6
industry,natural,7
The,US,3
group's,tracks,5
subsidiaries,placed,10
placed,DVDs,6
administration,week,14
